Age,Education,Relationship_Status,Income,Children,Wine ($),Fruit ($),Meat ($),Fish ($),Sweets ($),Gold_Products ($),Discount_Purchases,Web_Purchases,Catalog_Purchases,Store_Purchases,Days_Enrolled,Avg_Purch_Freq,Avg_Spend ($),Accept_One,Accept_Rate,Cust_Accept (%)
45,Graduation,Married,48752.0,2,73,57,100,71,15,0,5,6,1,5,803.0,47.23529411764706,18.58823529411765,1,(1/6),16.666666666666664
52,Graduation,Married,71434.0,1,711,36,217,172,96,168,3,7,4,7,408.0,19.428571428571427,66.66666666666667,1,(2/6),33.33333333333333
66,Graduation,Single,90842.0,0,774,70,118,182,187,93,1,4,9,13,540.0,20.0,52.74074074074074,0,(0/6),0.0
36,Master,Married,88097.0,1,163,0,480,0,126,75,1,6,5,8,193.0,9.65,42.2,1,(4/6),66.66666666666666
39,Graduation,Married,51948.0,1,82,33,54,71,30,41,2,5,2,4,379.0,29.153846153846153,23.923076923076923,0,(0/6),0.0
32,Graduation,In-Relationship,71853.0,0,358,108,413,141,97,32,1,2,8,6,813.0,47.8235294117647,67.58823529411765,0,(0/6),0.0
31,Master,Married,35876.0,0,66,2,40,4,3,14,1,3,1,3,154.0,19.25,16.125,0,(0/6),0.0
62,Graduation,Widow,40049.0,1,13,6,7,0,3,3,1,1,0,3,708.0,141.6,6.4,0,(0/6),0.0
32,Graduation,Single,39660.0,1,139,13,78,20,13,36,3,7,1,3,759.0,54.214285714285715,21.357142857142858,1,(1/6),16.666666666666664
52,Graduation,In-Relationship,50127.0,1,274,0,21,4,6,15,1,5,1,6,621.0,47.76923076923077,24.615384615384617,1,(1/6),16.666666666666664
37,Master,Married,43263.0,1,262,6,61,0,10,102,3,5,2,6,589.0,36.8125,27.5625,0,(0/6),0.0
65,Master,Married,62845.0,2,1099,0,45,0,0,34,11,3,4,10,617.0,22.035714285714285,42.07142857142857,1,(2/6),33.33333333333333
24,Graduation,Married,18929.0,0,32,0,8,23,4,18,1,1,0,4,627.0,104.5,14.166666666666666,0,(0/6),0.0
32,Basic,Single,24367.0,1,2,4,2,0,11,5,1,1,0,2,497.0,124.25,6.0,0,(0/6),0.0
39,Graduation,Single,33249.0,1,6,10,21,19,14,42,2,2,1,3,425.0,53.125,14.0,0,(0/6),0.0
55,2n Cycle,Married,26887.0,1,6,7,4,3,4,6,1,1,0,3,545.0,109.0,6.0,0,(0/6),0.0
31,PhD,Married,50150.0,0,135,46,92,65,61,11,2,5,2,7,579.0,36.1875,25.625,0,(0/6),0.0
38,Graduation,In-Relationship,62061.0,1,641,7,84,0,30,38,3,10,4,7,374.0,15.583333333333334,33.333333333333336,1,(1/6),16.666666666666664
52,PhD,Divorced,85696.0,0,714,76,395,116,0,12,1,4,6,9,721.0,36.05,65.65,1,(1/6),16.666666666666664
58,PhD,In-Relationship,76542.0,0,794,73,573,0,29,14,1,4,8,10,276.0,12.0,64.47826086956522,0,(0/6),0.0
21,Graduation,Single,70515.0,0,420,0,452,182,64,140,1,6,6,4,720.0,42.35294117647059,74.0,1,(1/6),16.666666666666664
27,Graduation,In-Relationship,18227.0,1,1,2,7,4,3,11,1,0,1,2,592.0,148.0,7.0,0,(0/6),0.0
49,Graduation,Married,69139.0,1,86,12,75,33,15,6,1,4,1,5,556.0,50.54545454545455,20.636363636363637,0,(0/6),0.0
32,Graduation,Married,69109.0,0,823,25,459,124,29,95,1,6,6,7,185.0,9.25,77.75,1,(2/6),33.33333333333333
52,Graduation,Single,69627.0,1,231,161,215,171,30,53,2,8,2,11,305.0,13.26086956521739,37.43478260869565,0,(0/6),0.0
36,Graduation,Married,38136.0,1,8,15,27,0,20,33,2,3,1,2,391.0,48.875,12.875,1,(1/6),16.666666666666664
68,PhD,Single,62159.0,0,182,17,259,77,70,29,1,6,2,10,764.0,40.21052631578947,33.36842105263158,0,(0/6),0.0
51,Graduation,Single,80695.0,0,557,129,984,193,37,18,1,5,8,5,341.0,17.94736842105263,100.94736842105263,0,(0/6),0.0
43,Master,Single,33316.0,2,79,1,31,4,4,12,3,2,1,4,518.0,51.8,13.1,0,(0/6),0.0
46,Graduation,In-Relationship,58554.0,2,368,24,68,38,0,88,6,8,2,6,821.0,37.31818181818182,26.636363636363637,0,(0/6),0.0
22,Basic,Married,17256.0,1,6,4,14,8,8,22,2,2,1,2,462.0,66.0,8.857142857142858,1,(1/6),16.666666666666664
40,Graduation,Divorced,53034.0,2,160,15,196,15,11,50,8,6,1,7,786.0,35.72727272727273,20.318181818181817,0,(0/6),0.0
64,2n Cycle,In-Relationship,52203.0,0,488,21,238,56,108,28,1,8,7,11,357.0,13.222222222222221,34.77777777777778,0,(0/6),0.0
37,2n Cycle,Divorced,59601.0,1,691,7,69,0,7,23,4,2,2,7,339.0,22.6,53.13333333333333,1,(1/6),16.666666666666664
56,Master,Single,75154.0,1,543,10,205,160,143,82,1,6,3,6,308.0,19.25,71.4375,1,(1/6),16.666666666666664
38,Graduation,Single,47025.0,1,254,7,108,20,0,26,3,6,3,5,170.0,10.0,24.41176470588235,0,(0/6),0.0
41,Graduation,Married,37971.0,1,5,4,10,2,2,7,1,1,0,3,184.0,36.8,6.0,0,(0/6),0.0
46,Master,Divorced,41335.0,1,112,19,21,16,14,5,3,4,1,4,309.0,25.75,15.583333333333334,0,(0/6),0.0
56,Graduation,Married,67267.0,1,134,11,59,15,2,30,1,3,2,5,542.0,49.27272727272727,22.818181818181817,0,(0/6),0.0
39,Graduation,Single,57338.0,1,143,6,52,11,8,17,2,4,1,5,756.0,63.0,19.75,0,(0/6),0.0
54,2n Cycle,In-Relationship,50523.0,2,51,4,24,4,7,1,2,2,0,4,606.0,75.75,11.375,0,(0/6),0.0
49,Master,Single,35791.0,3,27,0,5,0,0,3,2,1,0,3,697.0,116.16666666666667,5.833333333333333,0,(0/6),0.0
54,PhD,Divorced,50611.0,1,459,0,24,6,0,4,6,4,5,7,304.0,13.818181818181818,22.40909090909091,1,(1/6),16.666666666666664
45,PhD,Married,56242.0,1,689,8,167,11,8,88,5,8,4,11,436.0,15.571428571428571,34.67857142857143,0,(0/6),0.0
54,Graduation,Single,48904.0,1,283,10,38,0,13,27,4,7,2,4,492.0,28.941176470588236,21.823529411764707,0,(0/6),0.0
39,Graduation,Single,56243.0,3,347,0,35,4,3,7,6,4,2,8,577.0,28.85,19.8,0,(0/6),0.0
29,Graduation,Married,21355.0,1,5,13,14,0,5,31,2,2,1,2,178.0,25.428571428571427,9.714285714285714,1,(2/6),33.33333333333333
43,Master,In-Relationship,57420.0,1,280,0,18,0,0,24,3,5,1,6,484.0,32.266666666666666,21.466666666666665,1,(1/6),16.666666666666664
44,Master,In-Relationship,50450.00897730537,1,187,5,65,26,20,14,2,4,2,6,787.0,56.214285714285715,22.642857142857142,0,(0/6),0.0
59,Master,Divorced,46390.0,1,95,14,64,2,9,38,1,4,2,3,291.0,29.1,22.2,0,(0/6),0.0
58,2n Cycle,In-Relationship,54342.0,2,84,10,34,11,10,28,4,3,1,4,754.0,62.833333333333336,14.75,0,(0/6),0.0
56,Graduation,In-Relationship,55884.94767544545,2,19,4,12,2,2,6,1,1,0,3,288.0,57.6,9.0,0,(0/6),0.0
50,2n Cycle,Single,57918.61538461538,2,5,1,9,2,0,4,1,1,0,2,242.0,60.5,5.25,0,(0/6),0.0
41,Graduation,Married,20895.0,1,18,3,17,3,0,4,1,2,0,3,436.0,72.66666666666667,7.5,0,(0/6),0.0
66,Graduation,Married,92344.0,0,992,24,694,51,19,119,0,5,10,5,683.0,34.15,94.95,1,(2/6),33.33333333333333
42,PhD,In-Relationship,52719.22891566265,1,25,1,13,0,0,3,1,1,0,3,181.0,36.2,8.4,0,(0/6),0.0
38,2n Cycle,In-Relationship,26907.0,2,9,1,7,0,3,2,2,1,0,3,384.0,64.0,3.6666666666666665,0,(0/6),0.0
34,Graduation,In-Relationship,44964.0,2,19,1,17,2,0,2,1,1,0,3,392.0,78.4,8.2,0,(0/6),0.0
35,Graduation,In-Relationship,75507.0,0,709,93,374,104,80,80,1,8,6,6,242.0,11.523809523809524,68.57142857142857,0,(0/6),0.0
42,Master,Married,53761.0,2,158,0,76,13,7,71,6,4,4,3,720.0,42.35294117647059,19.11764705882353,0,(0/6),0.0
41,Graduation,In-Relationship,22682.0,1,10,14,29,4,2,36,3,2,1,4,168.0,16.8,9.5,0,(0/6),0.0
42,PhD,In-Relationship,38887.0,1,25,1,13,0,0,3,1,1,0,3,457.0,91.4,8.4,0,(0/6),0.0
39,2n Cycle,Single,41658.0,2,8,4,12,15,4,29,2,1,1,2,161.0,26.833333333333332,12.0,0,(0/6),0.0
42,PhD,Married,29791.0,1,14,0,6,0,0,0,2,2,0,3,265.0,37.857142857142854,2.857142857142857,0,(0/6),0.0
58,Master,Married,63915.0,2,622,7,115,30,0,15,2,6,3,12,557.0,24.217391304347824,34.30434782608695,0,(0/6),0.0
40,Graduation,Divorced,39996.0,2,11,0,3,0,0,1,1,1,0,2,689.0,172.25,3.75,0,(0/6),0.0
42,Graduation,Divorced,26759.0,1,25,3,16,8,5,2,2,2,1,3,796.0,99.5,7.375,0,(0/6),0.0
46,Master,Divorced,63841.0,1,635,15,100,20,7,131,1,9,3,9,215.0,9.772727272727273,41.27272727272727,0,(0/6),0.0
45,PhD,Married,51039.0,2,100,64,79,65,0,109,2,6,2,4,192.0,13.714285714285714,29.785714285714285,0,(0/6),0.0
53,Graduation,Married,60544.0,2,201,2,43,3,5,35,4,5,1,5,808.0,53.86666666666667,19.266666666666666,0,(0/6),0.0
42,Graduation,Married,65685.0,1,642,14,49,0,7,57,1,9,2,9,748.0,35.61904761904762,36.61904761904762,0,(0/6),0.0
61,Graduation,Married,37716.0,1,97,1,41,6,2,41,2,4,1,3,814.0,81.4,18.8,0,(0/6),0.0
57,Graduation,Single,36864.0,1,204,5,39,17,0,89,3,5,2,4,567.0,40.5,25.285714285714285,1,(1/6),16.666666666666664
44,Master,Married,44511.0,1,513,7,133,46,14,14,6,8,4,8,317.0,12.192307692307692,27.96153846153846,0,(0/6),0.0
47,PhD,Married,36947.0,2,88,3,21,4,1,29,4,3,0,4,782.0,71.0909090909091,13.272727272727273,0,(0/6),0.0
63,Master,In-Relationship,47352.0,1,172,12,112,8,0,15,4,6,1,5,784.0,49.0,19.9375,0,(0/6),0.0
61,Master,Married,67087.0,1,329,35,222,130,35,43,2,7,5,8,762.0,34.63636363636363,36.09090909090909,0,(0/6),0.0
64,Graduation,Married,57045.0,1,296,13,104,11,13,17,3,4,2,9,528.0,29.333333333333332,25.22222222222222,0,(0/6),0.0
61,PhD,Divorced,36957.0,2,100,2,16,2,1,31,4,3,2,2,254.0,23.09090909090909,13.818181818181818,1,(1/6),16.666666666666664
37,PhD,Married,69389.0,1,422,7,238,69,46,15,1,7,2,12,281.0,12.772727272727273,36.22727272727273,0,(0/6),0.0
42,Graduation,Married,80134.0,1,1218,16,272,104,0,80,2,5,3,6,624.0,39.0,105.625,1,(4/6),66.66666666666666
45,Master,Married,43142.0,2,5,1,7,2,1,4,1,1,0,2,507.0,126.75,5.0,0,(0/6),0.0
70,Graduation,Married,80589.0,0,507,93,520,242,40,26,1,5,10,5,652.0,31.047619047619047,68.0,1,(2/6),33.33333333333333
24,Graduation,Single,34412.0,1,52,12,50,4,36,55,3,5,0,3,249.0,22.636363636363637,19.0,0,(0/6),0.0
35,Graduation,Single,57537.0,1,191,56,139,51,8,100,4,4,3,8,228.0,12.0,28.68421052631579,0,(0/6),0.0
48,Basic,In-Relationship,22634.0,0,2,23,11,8,6,46,1,2,1,2,275.0,45.833333333333336,16.0,0,(0/6),0.0
66,Graduation,In-Relationship,51315.0,0,68,28,39,16,30,41,1,2,2,5,202.0,20.2,22.2,0,(0/6),0.0
42,Graduation,Married,36026.0,3,20,4,10,6,4,17,2,2,0,3,382.0,54.57142857142857,8.714285714285714,0,(0/6),0.0
41,Graduation,Married,24639.0,2,20,3,16,0,4,1,3,2,0,4,718.0,79.77777777777777,4.888888888888889,0,(0/6),0.0
42,PhD,In-Relationship,34578.0,3,7,0,1,0,0,0,1,1,0,2,256.0,64.0,2.0,0,(0/6),0.0
42,2n Cycle,Single,65704.0,0,279,172,74,38,8,246,1,2,10,10,671.0,29.17391304347826,35.52173913043478,0,(0/6),0.0
48,Graduation,Single,63810.0,1,977,12,253,16,12,101,4,4,3,12,544.0,23.652173913043477,59.608695652173914,1,(1/6),16.666666666666664
45,PhD,In-Relationship,54132.0,1,30,1,8,0,0,3,1,1,0,3,565.0,113.0,8.4,0,(0/6),0.0
55,Graduation,Married,18690.0,0,6,1,7,23,4,19,1,1,1,2,409.0,81.8,12.0,0,(0/6),0.0
44,Graduation,Married,28164.0,1,3,18,26,11,8,12,3,2,0,4,214.0,23.77777777777778,8.666666666666666,0,(0/6),0.0
40,PhD,Married,34596.0,1,14,0,2,0,0,7,1,1,0,2,605.0,151.25,5.75,0,(0/6),0.0
42,PhD,Married,43269.0,1,10,1,7,0,0,1,1,1,0,2,573.0,143.25,4.75,0,(0/6),0.0
56,2n Cycle,Single,38741.0,2,7,10,17,8,6,13,2,2,0,3,259.0,37.0,8.714285714285714,0,(0/6),0.0
42,Graduation,Single,31907.0,0,33,87,64,175,16,74,1,6,1,6,315.0,22.5,32.07142857142857,0,(0/6),0.0
31,Master,Married,27100.0,1,12,0,13,2,0,10,1,1,0,3,311.0,62.2,7.4,0,(0/6),0.0
41,2n Cycle,Divorced,31163.0,1,2,3,10,11,2,10,1,1,0,3,365.0,73.0,7.6,0,(0/6),0.0
29,Graduation,Married,92533.0,0,693,21,118,110,147,42,1,6,5,11,544.0,23.652173913043477,49.17391304347826,1,(2/6),33.33333333333333
41,Graduation,Single,34853.0,2,9,3,15,2,3,2,2,2,0,3,796.0,113.71428571428571,4.857142857142857,0,(0/6),0.0
47,Graduation,Divorced,70844.0,2,129,26,67,3,67,2,5,6,1,5,643.0,37.8235294117647,17.294117647058822,0,(0/6),0.0
35,2n Cycle,Married,31086.0,2,16,2,11,3,0,16,2,1,1,2,190.0,31.666666666666668,8.0,1,(1/6),16.666666666666664
53,Graduation,Married,60544.0,2,201,2,43,3,5,35,4,5,1,5,623.0,41.53333333333333,19.266666666666666,0,(0/6),0.0
28,2n Cycle,In-Relationship,20491.0,0,5,4,5,4,2,10,1,0,1,2,469.0,117.25,7.5,0,(0/6),0.0
50,Graduation,Married,42523.0,0,14,36,11,3,26,35,1,1,1,4,404.0,57.714285714285715,17.857142857142858,0,(0/6),0.0
31,Graduation,Married,39922.0,1,29,12,59,19,1,36,2,3,0,4,787.0,87.44444444444444,17.333333333333332,0,(0/6),0.0
62,Graduation,In-Relationship,33402.0,2,26,2,19,10,5,8,3,2,1,3,736.0,81.77777777777777,7.777777777777778,0,(0/6),0.0
65,Master,Married,36408.0,2,9,1,4,3,2,3,1,1,0,2,398.0,99.5,5.5,0,(0/6),0.0
35,Graduation,In-Relationship,21645.0,1,14,0,23,4,5,19,3,3,0,3,380.0,42.22222222222222,7.222222222222222,1,(1/6),16.666666666666664
66,Master,Widow,78427.0,0,972,19,595,180,26,138,3,3,7,10,683.0,29.695652173913043,83.91304347826087,1,(2/6),33.33333333333333
68,Graduation,In-Relationship,82657.0,0,966,168,672,246,105,126,1,7,5,10,698.0,30.347826086956523,99.26086956521739,1,(2/6),33.33333333333333
56,Graduation,Married,51876.0,0,99,27,102,28,48,6,1,2,2,8,370.0,28.46153846153846,23.846153846153847,0,(0/6),0.0
43,2n Cycle,Married,78041.0,0,482,35,553,72,160,17,1,4,4,9,221.0,12.277777777777779,73.27777777777777,0,(0/6),0.0
57,Graduation,Married,52852.0,1,714,8,99,11,0,47,4,10,7,5,620.0,23.846153846153847,33.80769230769231,1,(1/6),16.666666666666664
32,PhD,In-Relationship,70038.0,0,587,54,348,71,54,130,1,4,4,8,143.0,8.411764705882353,73.17647058823529,0,(0/6),0.0
41,2n Cycle,In-Relationship,69401.0,1,399,27,159,58,8,39,4,4,4,5,351.0,20.647058823529413,40.588235294117645,0,(0/6),0.0
42,Graduation,In-Relationship,46053.0,1,56,10,92,19,7,25,3,3,2,4,395.0,32.916666666666664,17.416666666666668,0,(0/6),0.0
49,Graduation,Married,77343.0,0,227,151,573,98,54,31,1,3,4,9,793.0,46.64705882352941,66.70588235294117,0,(0/6),0.0
61,Graduation,Single,73892.0,0,703,102,601,0,58,43,1,3,11,8,127.0,5.521739130434782,65.52173913043478,1,(1/6),16.666666666666664
47,PhD,Single,40304.0,1,37,0,17,0,0,3,1,2,0,3,747.0,124.5,9.5,0,(0/6),0.0
49,PhD,In-Relationship,32727.0,0,167,13,180,86,13,70,2,7,3,5,656.0,38.588235294117645,31.11764705882353,0,(0/6),0.0
45,Graduation,In-Relationship,68695.0,0,458,81,356,106,50,40,1,4,4,7,260.0,16.25,68.1875,0,(0/6),0.0
43,Graduation,Divorced,43300.0,1,91,3,52,2,1,31,3,4,0,4,776.0,70.54545454545455,16.363636363636363,1,(1/6),16.666666666666664
42,Graduation,In-Relationship,26290.0,2,15,8,16,11,5,22,4,2,0,4,277.0,27.7,7.7,0,(0/6),0.0
44,Graduation,Single,93790.0,0,1302,68,731,89,114,45,0,6,7,12,437.0,17.48,93.96,1,(4/6),66.66666666666666
40,PhD,Married,38410.0,0,153,64,123,116,64,14,2,5,2,9,200.0,11.11111111111111,29.666666666666668,1,(1/6),16.666666666666664
64,Master,Widow,64866.0,1,508,5,21,7,5,10,4,7,3,7,134.0,6.380952380952381,26.476190476190474,1,(1/6),16.666666666666664
55,Graduation,In-Relationship,57957.0,1,290,59,177,77,5,29,7,4,6,8,479.0,19.16,25.48,0,(0/6),0.0
59,PhD,In-Relationship,46015.0,2,38,0,2,0,0,6,1,1,0,3,497.0,99.4,9.2,1,(2/6),33.33333333333333
36,Graduation,In-Relationship,16531.0,1,2,13,6,7,5,11,3,3,0,3,624.0,69.33333333333333,4.888888888888889,0,(0/6),0.0
28,Master,Married,28072.0,1,30,0,10,2,0,5,1,1,0,3,536.0,107.2,9.4,0,(0/6),0.0
51,Master,Divorced,49476.0,1,386,23,95,54,41,196,4,2,11,5,264.0,12.0,36.13636363636363,0,(0/6),0.0
61,Graduation,Married,50725.0,1,443,10,75,0,10,48,4,8,1,8,652.0,31.047619047619047,27.904761904761905,0,(0/6),0.0
62,Graduation,In-Relationship,83844.0,0,901,31,345,75,31,191,1,4,4,11,313.0,15.65,78.7,1,(1/6),16.666666666666664
64,PhD,Married,41145.0,2,9,0,3,0,0,1,1,0,0,3,546.0,136.5,3.25,0,(0/6),0.0
44,Graduation,In-Relationship,67419.0,1,846,84,352,91,56,42,4,9,4,8,551.0,22.04,58.84,0,(0/6),0.0
44,2n Cycle,Married,23162.0,2,8,3,9,19,4,22,3,1,1,3,789.0,98.625,8.125,0,(0/6),0.0
37,Graduation,Married,34380.0,1,72,7,58,13,1,24,4,4,1,3,713.0,59.416666666666664,14.583333333333334,0,(0/6),0.0
48,Graduation,Single,34704.0,1,29,0,5,0,1,5,1,1,0,3,625.0,125.0,8.0,0,(0/6),0.0
45,PhD,Married,94871.0,2,169,24,553,188,0,144,1,8,5,4,706.0,39.22222222222222,59.888888888888886,1,(3/6),50.0
56,Graduation,Married,65148.0,1,460,35,422,33,12,153,2,6,6,7,362.0,17.238095238095237,53.095238095238095,0,(0/6),0.0
60,Graduation,In-Relationship,39898.0,1,69,8,26,12,7,12,2,3,0,4,367.0,40.77777777777778,14.88888888888889,0,(0/6),0.0
58,Master,Single,64857.0,0,556,14,717,210,0,43,1,7,5,10,279.0,12.130434782608695,66.95652173913044,0,(0/6),0.0
44,PhD,Married,59892.0,1,73,0,13,0,1,0,1,2,1,3,577.0,82.42857142857143,12.428571428571429,0,(0/6),0.0
27,Master,Single,41020.0,0,112,1,54,7,7,36,1,3,2,4,790.0,79.0,21.7,0,(0/6),0.0
53,PhD,Married,57072.0,1,944,0,60,0,0,30,2,7,5,13,379.0,14.037037037037036,38.2962962962963,1,(1/6),16.666666666666664
35,Graduation,Single,60474.0,1,265,199,303,234,9,170,7,10,2,12,434.0,14.0,38.064516129032256,0,(0/6),0.0
54,Graduation,In-Relationship,62807.0,1,526,28,135,10,21,99,3,5,3,12,819.0,35.608695652173914,35.608695652173914,0,(0/6),0.0
33,2n Cycle,In-Relationship,19414.0,1,2,3,12,3,5,7,1,1,0,3,606.0,121.2,6.4,0,(0/6),0.0
34,Graduation,Married,19107.0,1,2,4,9,10,5,16,2,1,0,3,130.0,21.666666666666668,7.666666666666667,0,(0/6),0.0
38,2n Cycle,In-Relationship,75484.0,1,378,97,259,197,194,34,2,7,3,6,142.0,7.888888888888889,64.38888888888889,0,(0/6),0.0
38,Master,Single,70379.0,1,553,25,142,65,67,8,3,6,3,13,657.0,26.28,34.4,0,(0/6),0.0
44,Master,In-Relationship,79419.0,0,751,127,687,20,15,31,1,4,6,4,354.0,23.6,108.73333333333333,0,(0/6),0.0
68,PhD,In-Relationship,64014.0,3,406,0,30,0,0,8,7,8,2,5,493.0,22.40909090909091,20.181818181818183,1,(1/6),16.666666666666664
59,Graduation,Married,76998.0,1,1449,89,161,69,35,107,2,11,8,8,647.0,22.310344827586206,65.86206896551724,1,(1/6),16.666666666666664
42,Master,In-Relationship,49854.0,1,123,17,171,39,0,30,5,6,2,5,460.0,25.555555555555557,21.11111111111111,0,(0/6),0.0
43,PhD,Married,60585.0,2,267,42,309,55,42,21,10,7,4,9,394.0,13.133333333333333,24.533333333333335,1,(1/6),16.666666666666664
64,PhD,Divorced,42873.0,2,209,0,40,3,2,15,4,6,1,4,323.0,21.533333333333335,17.933333333333334,0,(0/6),0.0
26,Graduation,In-Relationship,87679.0,0,1259,172,815,97,148,33,1,7,11,10,277.0,9.551724137931034,87.03448275862068,1,(4/6),66.66666666666666
36,Graduation,In-Relationship,57867.0,1,344,35,178,15,23,17,7,7,2,9,333.0,13.32,24.48,0,(0/6),0.0
24,Graduation,Married,35765.0,1,22,3,30,0,5,15,2,2,0,4,805.0,100.625,9.375,0,(0/6),0.0
55,Graduation,Married,65492.0,0,247,161,295,210,85,47,2,4,7,13,716.0,27.53846153846154,40.19230769230769,0,(0/6),0.0
37,Graduation,Divorced,32952.0,1,38,0,12,3,1,1,1,2,0,3,655.0,109.16666666666667,9.166666666666666,0,(0/6),0.0
45,PhD,In-Relationship,53374.0,1,896,10,101,13,10,34,6,4,2,9,626.0,29.80952380952381,50.666666666666664,1,(2/6),33.33333333333333
55,Graduation,In-Relationship,71706.0,1,931,56,253,91,98,14,4,9,5,7,259.0,10.36,57.72,0,(0/6),0.0
26,Graduation,Married,68487.0,0,758,12,385,33,89,89,1,9,7,13,804.0,26.8,45.53333333333333,0,(0/6),0.0
39,Master,In-Relationship,53253.0,2,216,9,57,20,9,125,7,4,3,5,724.0,38.10526315789474,22.94736842105263,0,(0/6),0.0
41,2n Cycle,Divorced,31163.0,1,2,3,10,11,2,10,1,1,0,3,801.0,160.2,7.6,0,(0/6),0.0
37,Graduation,Married,42014.0,1,244,15,108,4,15,50,6,7,1,6,224.0,11.2,21.8,1,(1/6),16.666666666666664
41,Master,Married,54108.0,2,539,6,91,8,6,97,13,8,2,9,478.0,14.9375,23.34375,0,(0/6),0.0
59,PhD,Single,49667.0,0,1181,26,120,17,13,39,2,5,10,5,722.0,32.81818181818182,63.45454545454545,1,(2/6),33.33333333333333
40,Master,Married,63206.0,0,750,8,125,11,8,26,1,4,3,6,370.0,26.428571428571427,66.28571428571429,1,(1/6),16.666666666666664
42,Master,Married,57136.0,2,306,5,109,21,109,92,9,5,2,10,509.0,19.576923076923077,24.692307692307693,0,(0/6),0.0
39,2n Cycle,In-Relationship,46772.0,1,350,104,189,197,151,57,6,11,8,5,270.0,9.0,34.93333333333333,1,(1/6),16.666666666666664
43,PhD,Married,78931.0,0,331,197,170,58,152,35,1,2,8,13,803.0,33.458333333333336,39.291666666666664,0,(0/6),0.0
56,Graduation,In-Relationship,53977.0,1,620,16,165,0,24,82,5,5,5,12,704.0,26.074074074074073,33.592592592592595,0,(0/6),0.0
26,Graduation,Married,84219.0,0,434,137,400,45,137,45,1,3,4,10,186.0,10.333333333333334,66.55555555555556,0,(0/6),0.0
39,Master,Single,46098.0,2,57,0,27,0,0,36,4,3,2,2,548.0,49.81818181818182,10.909090909090908,0,(0/6),0.0
49,Graduation,Married,73538.0,1,811,76,428,99,137,107,3,10,4,9,233.0,8.961538461538462,63.76923076923077,0,(0/6),0.0
28,Graduation,Married,79529.0,0,423,42,706,73,197,197,1,4,8,9,701.0,31.863636363636363,74.45454545454545,0,(0/6),0.0
37,2n Cycle,In-Relationship,20981.0,0,2,12,10,6,13,30,1,3,1,2,416.0,59.42857142857143,10.428571428571429,1,(1/6),16.666666666666664
34,Graduation,Single,51766.0,1,60,51,87,6,20,51,2,4,2,4,405.0,33.75,22.916666666666668,0,(0/6),0.0
52,Graduation,Married,55759.0,1,675,0,85,10,7,77,5,10,3,8,718.0,27.615384615384617,32.84615384615385,0,(0/6),0.0
36,Graduation,Married,33039.0,1,30,8,12,8,8,12,1,2,0,4,514.0,73.42857142857143,11.142857142857142,0,(0/6),0.0
42,Master,Married,37787.0,1,40,1,40,4,3,18,1,3,0,3,522.0,74.57142857142857,15.142857142857142,0,(0/6),0.0
44,Graduation,Single,27242.0,1,3,17,26,20,1,39,2,2,0,3,265.0,37.857142857142854,15.142857142857142,1,(1/6),16.666666666666664
31,PhD,Single,87188.0,0,910,111,724,49,74,55,1,10,2,6,177.0,9.31578947368421,101.21052631578948,1,(1/6),16.666666666666664
43,Graduation,In-Relationship,69930.0,0,252,98,827,219,70,196,1,4,5,12,565.0,25.681818181818183,75.54545454545455,0,(0/6),0.0
38,Graduation,Single,37697.0,1,34,6,21,11,4,8,1,2,1,3,709.0,101.28571428571429,12.0,0,(0/6),0.0
41,PhD,Married,37401.0,1,19,3,19,3,1,3,2,2,0,3,208.0,29.714285714285715,6.857142857142857,0,(0/6),0.0
38,Graduation,Married,58597.0,2,490,0,184,10,28,21,12,7,4,9,248.0,7.75,22.90625,0,(0/6),0.0
66,PhD,Widow,82032.0,0,332,194,377,149,125,57,0,4,6,7,585.0,34.411764705882355,72.58823529411765,0,(0/6),0.0
56,Graduation,In-Relationship,28087.0,2,53,8,17,13,0,21,3,2,2,2,688.0,76.44444444444444,12.444444444444445,0,(0/6),0.0
27,PhD,Single,74004.0,0,784,48,560,42,176,48,1,4,6,4,533.0,35.53333333333333,110.53333333333333,1,(3/6),50.0
54,Graduation,In-Relationship,19740.0,1,7,11,3,10,4,20,2,1,1,3,138.0,19.714285714285715,7.857142857142857,0,(0/6),0.0
39,2n Cycle,Married,57036.0,1,1171,43,219,19,14,47,4,6,3,13,803.0,30.884615384615383,58.19230769230769,1,(1/6),16.666666666666664
56,2n Cycle,In-Relationship,53083.0,2,215,7,33,3,0,13,6,5,1,5,786.0,46.23529411764706,15.941176470588236,1,(1/6),16.666666666666664
39,PhD,Married,69283.0,1,674,62,134,0,26,8,4,7,3,13,755.0,27.962962962962962,33.48148148148148,0,(0/6),0.0
39,Master,Single,46098.0,2,57,0,27,0,0,36,4,3,2,2,314.0,28.545454545454547,10.909090909090908,1,(1/6),16.666666666666664
26,2n Cycle,Married,23331.0,1,5,36,7,0,10,45,2,3,0,3,327.0,40.875,12.875,0,(0/6),0.0
26,2n Cycle,Single,23331.0,1,104,20,101,24,15,5,6,5,1,5,744.0,43.76470588235294,15.823529411764707,0,(0/6),0.0
25,Graduation,Single,9255.0,1,9,0,7,2,0,4,1,1,1,2,656.0,131.2,4.4,0,(0/6),0.0
55,PhD,Widow,67786.0,0,431,82,441,80,20,102,1,3,6,6,216.0,13.5,72.25,1,(1/6),16.666666666666664
